,Submission ID,Respondent ID,Submitted at,What is your age?,What is your ZIP code?,How many cups of coffee do you typically drink per day?,Where do you typically drink coffee?,Where do you typically drink coffee? (At home),Where do you typically drink coffee? (At the office),Where do you typically drink coffee? (On the go),Where do you typically drink coffee? (At a cafe),Where do you typically drink coffee? (None of these),How do you brew coffee at home?,How do you brew coffee at home? (Pour over),How do you brew coffee at home? (French press),How do you brew coffee at home? (Espresso),How do you brew coffee at home? (Coffee brewing machine (e.g. Mr. Coffee)),How do you brew coffee at home? (Pod/capsule machine (e.g. Keurig/Nespresso)),How do you brew coffee at home? (Instant coffee),How do you brew coffee at home? (Bean-to-cup machine),How do you brew coffee at home? (Cold brew),How do you brew coffee at home? (Coffee extract (e.g. Cometeer)),How do you brew coffee at home? (Other),How else do you brew coffee at home?,"On the go, where do you typically purchase coffee?","On the go, where do you typically purchase coffee? (National chain (e.g. Starbucks, Dunkin))","On the go, where do you typically purchase coffee? (Local cafe)","On the go, where do you typically purchase coffee? (Drive-thru)","On the go, where do you typically purchase coffee? (Specialty coffee shop)","On the go, where do you typically purchase coffee? (Deli or supermarket)","On the go, where do you typically purchase coffee? (Other)",Where else do you purchase coffee?,What is your favorite coffee drink?,Please specify what your favorite coffee drink is,Do you usually add anything to your coffee?,Do you usually add anything to your coffee? (No - just black),"Do you usually add anything to your coffee? (Milk, dairy alternative, or coffee creamer)",Do you usually add anything to your coffee? (Sugar or sweetener),Do you usually add anything to your coffee? (Flavor syrup),Do you usually add anything to your coffee? (Other),What else do you add to your coffee?,What kind of dairy do you add?,What kind of dairy do you add? (Whole milk),What kind of dairy do you add? (Skim milk),What kind of dairy do you add? (Half and half),What kind of dairy do you add? (Coffee creamer),What kind of dairy do you add? (Flavored coffee creamer),What kind of dairy do you add? (Oat milk),What kind of dairy do you add? (Almond milk),What kind of dairy do you add? (Soy milk),What kind of dairy do you add? (Other),What kind of sugar or sweetener do you add?,What kind of sugar or sweetener do you add? (Granulated Sugar),"What kind of sugar or sweetener do you add? (Artificial Sweeteners (e.g., Splenda))",What kind of sugar or sweetener do you add? (Honey),What kind of sugar or sweetener do you add? (Maple Syrup),What kind of sugar or sweetener do you add? (Stevia),What kind of sugar or sweetener do you add? (Agave Nectar),What kind of sugar or sweetener do you add? (Brown Sugar),What kind of sugar or sweetener do you add? (Raw Sugar (Turbinado)),What kind of flavorings do you add?,What kind of flavorings do you add? (Vanilla Syrup),What kind of flavorings do you add? (Caramel Syrup),What kind of flavorings do you add? (Hazelnut Syrup),What kind of flavorings do you add? (Cinnamon (Ground or Stick)),What kind of flavorings do you add? (Peppermint Syrup),What kind of flavorings do you add? (Other),What other flavoring do you use?,"Before today's tasting, which of the following best described what kind of coffee you like?",How strong do you like your coffee?,What roast level of coffee do you prefer?,How much caffeine do you like in your coffee?,"Lastly, how would you rate your own coffee expertise?",Coffee A - Bitterness,Coffee A - Acidity,Coffee A - Personal Preference,Coffee A - Notes,Coffee B - Bitterness,Coffee B - Acidity,Coffee B - Personal Preference,Coffee B - Notes,Coffee C - Bitterness,Coffee C - Acidity,Coffee C - Personal Preference,Coffee C - Notes,Coffee D - Bitterness,Coffee D - Acidity,Coffee D - Personal Preference,Coffee D - Notes,"Between Coffee A, Coffee B, and Coffee C which did you prefer?","Between Coffee A and Coffee D, which did you prefer?","Lastly, what was your favorite overall coffee?",Do you work from home or in person?,"In total, much money do you typically spend on coffee in a month?",Why do you drink coffee?,Why do you drink coffee? (It tastes good),Why do you drink coffee? (I need the caffeine),Why do you drink coffee? (I need the ritual),Why do you drink coffee? (It makes me go to the bathroom),Why do you drink coffee? (Other),Other reason for drinking coffee,Do you like the taste of coffee?,Do you know where your coffee comes from?,What is the most you've ever paid for a cup of coffee?,What is the most you'd ever be willing to pay for a cup of coffee?,Do you feel like you’re getting good value for your money when you buy coffee at a cafe?,Approximately how much have you spent on coffee equipment in the past 5 years?,Do you feel like you’re getting good value for your money with regards to your coffee equipment?,Gender,Gender (please specify),Marital Status,Household Income,Education Level,Ethnicity/Race,Ethnicity/Race (please specify),Employment Status,Number of Children,Political Affiliation
883,8dp46k,eaz27l,10/21/23 18:12,55-64 years old,92008,3,"at home, at a cafe",,,,,,"coffee brewing machine (e.g. mr. coffee), pod/capsule machine (e.g. keurig/nespresso)",,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,pourover,no answer,"no - just black, milk, dairy alternative, or coffee creamer",,,,,,no answer,whole milk,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,nutty,very strong,dark,full caffeine,,,,,"grass, sour, gose",,,,"dry, smooth, choco, guinness",,,,"celery, unripe, green, lime, light, smooth, tongue hugger, hazy ipa",,,,"burnt caramel, berry, newcastle brown ale",coffee b,coffee d,coffee b,i primarily work from home,$80-$100,"it tastes good, i need the caffeine, i need the ritual",,,,,,no answer,yes,yes,$8-$10,$6-$8,yes,$500-$1000,yes,female,no answer,married,"$150,000 or more",some college or associate's degree,white/caucasian,no answer,employed full-time,2,no affiliation
884,1r2od4,974vv5,10/21/23 18:12,35-44 years old,63146,2,at home,,,,,,"pour over, other",,,,,,,,,,,aeropress,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,pourover,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,nutty,somewhat strong,medium,full caffeine,,,,,"this coffee was far too acidic to me. in general, i feel i taste more acidity than any other flavor, so this was over powering. ",,,,this coffee changed quite a bit depending on the order of drinking and as it cooled down. it was not until james started talking about the flavors that i started to get the fruitier notes and started liking it more. ,,,,"this one hit most of the notes i look for in a coffee, but lacked a bit of the roast i tend to look for. this coffee tasted the most complete and balanced to me, but i struggle to pick a favorite between b and c. ",,,,"this is not a coffee i would reach for as an every day cup. it is the one that changed the most throughout the tasting. some sips i loved as they reminded me of hot spiced cider, and then others strayed too far into the acidity range and i lost some of the complexity. i would have to spend a lot of time with this coffee to fully come to terms with my feelings on it, however i am not sure if i want to...",coffee b,coffee d,coffee b,i primarily work from home,$20-$40,"it tastes good, i need the caffeine, i need the ritual",,,,,,no answer,yes,yes,$4-$6,$4-$6,no,$300-$500,yes,male,no answer,married,"$150,000 or more",bachelor's degree,white/caucasian,no answer,employed full-time,none,no affiliation
885,bl4qk0,pzryxb,10/21/23 18:12,18-24 years old,27510,1,"at the office, at home, at a cafe",,,,,,"pour over, cold brew, coffee brewing machine (e.g. mr. coffee), other",,,,,,,,,,,mokapot ,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,cappuccino,no answer,"flavor syrup, milk, dairy alternative, or coffee creamer",,,,,,no answer,"oat milk, soy milk, almond milk",,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,full bodied,very strong,blonde,full caffeine,,,,,"smells acidic, high acidic taste, low/no bitterness, citrus notes.",,,,"smells like dark roast, tastes more bitter than acidic when hot, bitterness fades as the coffee cools, tastes (feels?) warm and cozy, the most enjoyable drinking experience.",,,,"smells neutral with some mild grassiness, fruity taste, some acidity, bitterness initially lower (maybe increases as it cools?), fairly neutral tasting, best body of the 4, similar to b but louder",,,,"ooh, so fun! smells bright and acidic, very berry taste, perhaps blueberry?, almost tea-like, enjoyable and unexpected!",coffee b,coffee d,coffee b,i primarily work in person,$20-$40,"i need the caffeine, it tastes good, it makes me go to the bathroom, other",,,,,,it's a cozy start to the morning,yes,no,$6-$8,$4-$6,no,$50-$100,yes,non-binary,no answer,single,"under $25,000",master's degree,hispanic/latino,no answer,student,none,no affiliation
886,dvv6ax,kvgddx,10/21/23 18:12,18-24 years old,78660,2,"at a cafe, at the office, at home",,,,,,"pour over, french press",,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,pourover,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,floral,medium,light,full caffeine,,,,,sweet. malic like acidity ,,,,smokey like a charred marshmallow,,,,"dark, bold",,,,balsamic vinaigrette ,coffee a,coffee d,coffee a,i primarily work in person,>$100,"it tastes good, i need the ritual",,,,,,no answer,yes,yes,$10-$15,$10-$15,yes,$500-$1000,yes,male,no answer,single,"$50,000 - $74,999",bachelor's degree,hispanic/latino,no answer,employed full-time,none,democrat
887,qablxk,xjzy2d,10/21/23 18:12,25-34 years old,84115,1,"at home, at the office, at a cafe, on the go",,,,,,"french press, cold brew, other",,,,,,,,,,,unimatic (stovetop percolator),"national chain (e.g. starbucks, dunkin), drive-thru, local cafe",,,,,,,no answer,cortado,no answer,"milk, dairy alternative, or coffee creamer, no - just black, flavor syrup",,,,,,no answer,"oat milk, half and half",,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,full bodied,somewhat strong,french,full caffeine,,,,,blackberry and chestnuts ,,,,tastes like steak and herbed butter,,,,"60% chocolate, but old. also, i'm not a huge chocolate fan",,,,"tastes like salmonberries at the beginning of the season, and cloudberries at the end of the season in alaska. like a badly pected mushy cherry jam. ",coffee b,coffee a,coffee b,i do a mix of both,$80-$100,it tastes good,,,,,,no answer,yes,yes,$10-$15,$15-$20,no,$500-$1000,yes,non-binary,no answer,living with a partner,"$100,000 - $149,999",master's degree,other (please specify),mexican and japanese,employed part-time,none,democrat
888,abrqjy,q74ydy,10/21/23 18:13,25-34 years old,97214,2,"at home, at a cafe",,,,,,pour over,,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,regular drip coffee,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,juicy,somewhat light,light,full caffeine,,,,,"strawberry
medium body
smooth
juicy
sweet
balanced",,,,"woody
smoked
baking chocolate
",,,,"dark chocolate
slightly floral once cool
spice
",,,,"boozy
grape
round
fermented
 fruity",coffee a,coffee d,coffee d,i primarily work in person,<$20,"it tastes good, i need the ritual",,,,,,no answer,yes,yes,$10-$15,$10-$15,yes,$500-$1000,yes,male,no answer,living with a partner,"$25,000 - $49,999",some college or associate's degree,white/caucasian,no answer,employed full-time,none,democrat
889,xebp1e,6zpvvy,10/21/23 18:13,18-24 years old,20190,4,"at the office, at home",,,,,,"pour over, espresso",,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,pourover,no answer,"no - just black, milk, dairy alternative, or coffee creamer",,,,,,no answer,"oat milk, whole milk",,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,fruity,somewhat strong,light,full caffeine,,,,,tasting notes of a fruity 9 volt battery. ,,,,"medium with some roasty flavors. reminds me of if you re-imagined diner coffee with a michelin spin. 
for me the bitterness went up as it cooled. ",,,,"nutty and balanced with a lighter mouthfeel. tasted like a medium medium roast, but super dark. got a lot more bitter as it cooled. ",,,,"bright apple/pear at first, opened into more of a candied fruit juice. very juicy as things cooled down. ",coffee a,coffee d,coffee d,i do a mix of both,>$100,"it tastes good, i need the caffeine, i need the ritual, it makes me go to the bathroom, other",,,,,,"good coffee is a way to make friends, to talk about common interest. to share beans you're excited about is splendid. and lastly, good coffee is what makes me excited to wake up the nest morning.",yes,yes,$10-$15,$15-$20,no,$500-$1000,yes,male,no answer,single,"$100,000 - $149,999",bachelor's degree,white/caucasian,no answer,employed full-time,none,no affiliation
890,qbe1p2,y49yqz,10/21/23 18:15,25-34 years old,94110,2,"at home, at a cafe, at the office",,,,,,"pour over, espresso, french press",,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,pourover,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,fruity,somewhat strong,light,full caffeine,,,,,sweet with light caramel and light cocoa.,,,,"pleasant but unmemorable, kind of bitter.",,,,has flavors of coffee that i don't like as much. bitter in an unpleasant way.,,,,"berries, blackberry or blueberry, and very sweet. absolute favorite.",coffee a,coffee d,coffee d,i do a mix of both,$60-$80,"it tastes good, i need the caffeine",,,,,,no answer,yes,yes,$10-$15,more than $20,yes,$300-$500,yes,male,no answer,living with a partner,"$150,000 or more",bachelor's degree,white/caucasian,no answer,employed full-time,none,democrat
891,9djjlg,vzny5n,10/21/23 18:15,55-64 years old,44614,2,"at home, at the office",,,,,,"other, pour over",,,,,,,,,,,aeropress + prisimo,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,latte,no answer,"milk, dairy alternative, or coffee creamer",,,,,,no answer,"oat milk, almond milk, soy milk",,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,caramalized,medium,blonde,half caff,,,,,"first note, i have covid, my taste is a bit skewed.  this coffee seemed bitter at first taste, but immediately shifted and became a bit more ""round"".  i really had a hard time deciding if this was my favorite or not. i liked the mouth feel the best.",,,,"first note, i have covid, my taste is a bit skewed. initial hit was nutty/woody, as it cooled the flavors melded a bit more. not particularly strong flavors.  i liked this cooler moreso than when hot.",,,,"first note, i have covid, my taste is a bit skewed.  this one immediately hit me as a typical roast you'd get at a cafe or diner. no particular flavor jumped out for me.",,,,"first note, i have covid, my taste is a bit skewed. this one immediately hit me with a fruity flavor, the acidity started to fad as it cooled.  ",coffee a,coffee d,coffee d,i primarily work from home,$60-$80,"i need the caffeine, i need the ritual",,,,,,no answer,yes,yes,$10-$15,$10-$15,yes,$100-$300,yes,male,no answer,married,"$100,000 - $149,999",master's degree,white/caucasian,no answer,employed full-time,2,no affiliation
892,wapvpj,o2zdy5,10/21/23 18:16,25-34 years old,55438,2,"at a cafe, at home, on the go, at the office",,,,,,"french press, coffee brewing machine (e.g. mr. coffee)",,,,,,,,,,,no answer,"local cafe, national chain (e.g. starbucks, dunkin), specialty coffee shop",,,,,,,no answer,other,miel,"milk, dairy alternative, or coffee creamer",,,,,,no answer,whole milk,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,chocolatey,somewhat strong,dark,full caffeine,,,,,"incredibly high acidity, ""funky"" tropical fruit flavors",,,,"smoky, hickory flavor with subtle chocolate and blackberry notes
very pleasant, balanced flavor",,,,"vaguely woody. lack of clarity in picking out specific flavor notes. ""generically"" dark roast",,,,intense tropical citrus,coffee b,coffee d,coffee b,i primarily work in person,$60-$80,"it tastes good, i need the caffeine, i need the ritual, it makes me go to the bathroom",,,,,,no answer,yes,yes,$4-$6,$10-$15,yes,$100-$300,yes,male,no answer,living with a partner,"$50,000 - $74,999",bachelor's degree,asian/pacific islander,no answer,employed full-time,none,democrat
893,jb9a5y,z7djrm,10/21/23 18:18,25-34 years old,48823,3,"at home, at the office",,,,,,"pour over, other",,,,,,,,,,,aeropress,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,pourover,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,juicy,somewhat strong,light,full caffeine,,,,,"marshmallow, greek yogurt, caramel",,,,"sugarcane, berry, cocoa",,,,chocolate ,,,,"lemon, juicy",coffee a,coffee a,coffee a,i primarily work in person,$40-$60,"it tastes good, i need the caffeine, i need the ritual",,,,,,no answer,yes,yes,$10-$15,more than $20,no,$100-$300,yes,male,no answer,single,"$25,000 - $49,999",master's degree,white/caucasian,no answer,student,none,democrat
894,oabmja,rdjyrk,10/21/23 18:20,25-34 years old,21801,2,"on the go, at the office, at home",,,,,,"pour over, espresso, french press, cold brew",,,,,,,,,,,no answer,specialty coffee shop,,,,,,,no answer,latte,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,nutty,somewhat strong,medium,half caff,,,,,"smooth, all day kinda sipping, comfortable, tea like, creaminess",,,,french press like body,,,,"creamy body, bitter punch, some fruit notes",,,,"divisive, got better as it cooled",coffee a,coffee a,coffee a,i primarily work in person,$40-$60,"i need the ritual, i need the caffeine, it tastes good",,,,,,no answer,yes,yes,$8-$10,more than $20,no,"more than $1,000",yes,male,no answer,married,"$75,000 - $99,999",bachelor's degree,white/caucasian,no answer,employed part-time,2,independent
895,dvv6v5,d9zjdn,10/21/23 18:23,45-54 years old,99206,3,"at home, at the office",,,,,,"bean-to-cup machine, espresso",,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,latte,no answer,"milk, dairy alternative, or coffee creamer",,,,,,no answer,skim milk,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,nutty,somewhat strong,medium,full caffeine,,,,,"really good to start, but lowered in my opinion as i moved to the other coffee's.",,,,liked it to start and more after the testing of all the others.,,,,"good for a daily driver.  balanced to my taste buds, slightly higher in bitterness.",,,,strangely disliked this one.  watery? left a long taste that felt off.,coffee b,coffee a,coffee b,i primarily work from home,$80-$100,"i need the ritual, it tastes good",,,,,,no answer,yes,yes,$15-$20,more than $20,no,"more than $1,000",yes,male,no answer,married,"$100,000 - $149,999",some college or associate's degree,white/caucasian,no answer,employed full-time,2,democrat
896,xebpmd,l6zwax,10/21/23 18:29,35-44 years old,89138,2,"at home, at a cafe",,,,,,"pour over, french press, espresso",,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,latte,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,chocolatey,somewhat strong,medium,full caffeine,,,,,i kept getting hints of molasses and maybe pears?,,,,"well balanced at all temps. good daily black. chocolaty, nutty, loved it. ",,,,i just couldn't... didn't like this at all. ,,,,"fruity, blueberry -- but reminds me of the scratch and sniff or scented markers from elementary school.",coffee b,coffee a,coffee b,i primarily work from home,$40-$60,"i need the ritual, it makes me go to the bathroom, it tastes good",,,,,,no answer,yes,yes,$8-$10,$8-$10,no,"more than $1,000",yes,female,no answer,married,"$150,000 or more",bachelor's degree,white/caucasian,no answer,employed full-time,none,no affiliation
897,6dqeao,rdjrlv,10/21/23 19:08,55-64 years old,93230,1,at home,,,,,,instant coffee,,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,regular drip coffee,no answer,"milk, dairy alternative, or coffee creamer",,,,,,no answer,coffee creamer,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,full bodied,medium,dark,half caff,,,,,"lemonade, slight fruit",,,,"strong, thick, overbrewed",,,,"mild, light",,,,"wine, grapes",coffee a,coffee a,coffee a,i primarily work from home,$20-$40,"i need the ritual, it tastes good",,,,,,no answer,yes,yes,$8-$10,$8-$10,no,$50-$100,yes,female,no answer,divorced,"under $25,000",some college or associate's degree,white/caucasian,no answer,unemployed,2,republican
898,jb9ag9,l6zwlo,10/22/23 3:47,25-34 years old,98052,1,"at home, on the go, at the office",,,,,,espresso,,,,,,,,,,,no answer,specialty coffee shop,,,,,,,no answer,espresso,no answer,"milk, dairy alternative, or coffee creamer",,,,,,no answer,oat milk,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,fruity,medium,light,full caffeine,,,,,"pumpkiny, non-offensive, sharp",,,,"well rounded, easy, nice coffee, smooth, cozy",,,,reminds me of a donut shop coffee,,,,"semi-sweet chocolate, fruity, cherry",coffee b,coffee d,coffee d,i primarily work in person,$20-$40,"it tastes good, i need the ritual, i need the caffeine",,,,,,no answer,yes,no,$8-$10,$8-$10,yes,$500-$1000,yes,female,no answer,living with a partner,"$150,000 or more",bachelor's degree,white/caucasian,no answer,employed full-time,none,democrat
899,plppvv,q74y5l,10/23/23 17:51,18-24 years old,1913,more than 4,"at home, at a cafe",,,,,,"pour over, french press, espresso",,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,pourover,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,juicy,medium,light,full caffeine,,,,,no answer,,,,no answer,,,,no answer,,,,no answer,coffee a,coffee d,coffee d,i primarily work in person,$60-$80,it tastes good,,,,,,no answer,yes,yes,more than $20,more than $20,yes,$500-$1000,yes,male,no answer,single,"$25,000 - $49,999",high school graduate,white/caucasian,no answer,employed full-time,none,no affiliation
